sentence;label
Previous analyses shall be reviewed in regard to the specific program reliability specification 1s.;1
Supportability is defined as the ability of the system to be supported by the resources required for specific maintenance tasks.;0
When the Read_Automatic_Flush_Timeout command has completed, a Command Complete event shall be generated.;1
Document the compatibility of the hazardous fluids with the housing material.;0
Data and simulation tools can be accessed throughout online interactive system http://solargis.info.;1
A service with a primary allocation status has priority over other allocations, such as secondary and therefore it need not protect them or accept interference caused by them, or coordinate with them.;1
The minimum 1s specified in Table 6.3.4.3-1 apply when the power of the target and reference sub-frames are within the power range bounded by the minimum output power as defined in clause 6.3.1 and the measured PUMAX as defined in clause 6.2.1.;1
Assume that the weld region is the most critical location on this pressure vessel.;0
A schematic example in Figure 2.3 shows the test configuration for BB and LM qualification of Bluetooth products which do not support HCI, and use a physical bearer for the TCI.;0
Variable resistors shall be avoided whenever possible.;1
Use of this specification by anyone who is not a member of Bluetooth SIG is prohibited and is an infringement of the intellectual property rights of Bluetooth SIG and its members.;0
The turbo codes specified in clause 7 can be used to increase the coding gain in cases where the environment tolerates the bandwidth overhead.;0
PDU Session Resource: This term is used for specification of NG, Xn, and E1 interfaces.;0
The pencil-type vac- uum cleaner and a bristle brush shall be used to remove waste material during the parting process to allow good visual access and prevent inadver- tent damage to the board and particulate contamination.;1
The 1 will be met by fabrication phase adaptation of UWAST design.;0
The NAS shall disseminate en route navigational guidance such that ambiguities in guidance information have a minimal impact on NAS operations.;1
Designs using wire diameters less than 25.4 microns (0.001 inch) are reliability suspect.;0
Once POTS has been removed from the copper pair the MDSU protocol will be applied, as defined in clause 6.2.1 to clause 6.2.4.;undecidable
A list of sectors in close proximity with the route of the flight might also be determined to allow sectors in close proximity to the route to be notified of flights that may stray into their airspace (either unintentionally or due to a tactical diversion to avoid weather).;1
It returns one error and does not distinuish between both.;1
The MirrorLink Server should automatically start UPnP advertisement of the MirrorLink Server device, as soon as a Wi-Fi connection to a MirrorLink enabled Wi-Fi device has been established, otherwise the MirrorLink Server shall provide a consumer accessible mechanism to start MirrorLink.;1
A device with a specific Class of Device responded to the Inquiry process.;undecidable
All I-frames and S-frames contain ReqSeq, the send Sequence number (TxSeq) that the receiving peer requests in the next I-frame.;undecidable
The absolute accuracy is defined as the maximum deviation between the DL RS power indicated on the DL-SCH and the DL RS power of each E-UTRA carrier.;0
The ERC shall be statically stable and its dynamic instabilities, if any, shall be such that angle of attack variations are limited to 20 degrees (TBC) at all aerodynamic regimes after the peak of dynamic pressure.;0
The peak-to-peak variation of the EVM equalizer coefficients contained within the frequency range of the uplink allocation shall not exceed the maximum ripple specified in Table 6.4.2.4-1 for normal conditions.;0
The application shall provide its package name when accessing any of the MirrorLink Services.;1
The coding of EFUST shall conform with the capabilities of the USIM used.;0
In essence the VRU system provides the interface to the main registration database system.;1
The RE101 discussion is also applicable to this 1.;0
For a multi-band connector, for each supported operating band together with the transmitter spurious emissions 1.;0
INTRP-DATA.indication - Provides a mechanism for identifying and conveying an Inter-PAN message received from a sending device.;0
Primer coating or sealant shall not be applied to the threaded portions of fasteners for which torque 1s are established without the coating.;1
Range: 0x0000 - 0x0EFF (all other values reserved for future use).;0
If none is found, then CSS takes no action with respect to this entry.;0
The PROACTIVE COMMAND: SEND DATA 1.1.1 shall be performed successfully to detect the ME's port number, which has to be addressed by the network simulator when data has to be transmitted to the card.;1
"Otherwise OOB_Data_Present shall be set to ""OOB authentication data not present"".";1
Infrared-transparent windows shall be positioned at, or near, critical locations inside, for example, the compartment, chamber, or cleanroom to be monitored.;1
The%20verification%20shall%20be%20considered%20successful%20when%2095%%20(with%2090%%20confidence)%20of%20the%20analyzed%20missions%20have%20consumables%20to%20complete%20the%20mission.;undecidable
An access control may include an additional accessor called grantor.;1
It is expected that large numbers of resource-constrained IoT devices based on LPWA technologies will be deployed.;0
Fine aggregate shall be clean hard and durable and shall be natural sand, crushed gravel sand or crushed rock sand complying with IS 383.;1
The radar chain performances specified in this Standard depend upon correctly functioning transponders.;0
Student can make changes to his/her courses that are about to be taken for a semester in the future.;0
Contractor personnel performing or verifying complex or critical operations, and processes requiring a high degree of skill, shall be certified.;0
This message is sent by a neighbouring node to an initiating node, both nodes able to interact for EN-DC, to transfer the initialization information for a TNL association.;1
The environmental tests specified are intended to be imposed sequentially, rather than in combination.;0
As a radar station normally provides data to different ATC Centres, the distribution of radar data has led to complex and costly star configurations.;undecidable
The target device responds with a <Report Power Status> message containing the Power Status operand.;1
Some of these facilities transmit power levels over one megawatt and the back lobes from the antennas can be substantial.;0
"All tests whether ""E"" or ""O"" are relevant to the 1s.";0
A term defined in the present document takes precedence over the definition of the same term, if any, in 3GPP TR 21.905 [1].;0
Tear-off button contains a dashed line graphic that indicates the tear-off action.;0
The relay shall be operated at a q inimum of 10 Hz unless the maximum operating speed is less than 10 Hz.;1
It is trading partner neutral if the trade item/service is public.;1
The test method shall be in accordance with IEC 61000-4-11 [22].;0
The TBS concept involves changing the separation rules on final approach from distance based separation to time based separation.;0
User is taken back to the previous step, with no e-mail sent.;1
Upon reception of the SENB ADDITION REQUEST ACKNOWLEDGE message the MeNB shall stop the timer TDCprep.;1
Electronic signatures within the Example Validation spreadsheet include the printed name of the signer, the date/time the signature was added and the meaning of the electronic signature.;0
The IRS mission is also relevant to non real-time users, such as for climate monitoring and atmospheric chemistry.;0
For an EUT with dimensions less than one coil radius, use a standard Helmholtz configuration (coils separated by one coil radius).;0
In the Active State, a device can transfer higher layer packets through the transport.;0
The aim of analysis activity is to produce a complete and consistent set of 1s, with an appropriate level of detail through combining the elicitation techniques described in Section 3.2.1.;0
Axis of vibration shall be perpendicular to the motion of the contacts.;1
Verify%20the%20measurement%20receiver%20detects%20a%20level%20within%20%B13%20dB%20of%20the%20injected%20signal.;undecidable
Lithium-ion cells generally require a minimum storage voltage to prevent unrecoverable capacity losses and corrosion during storage.;0
Data sources, approved by the customer, shall be listed.;1
The intelligent channel would be responsible for the conver- sion.;0
Only one I-frame shall be retransmitted in response to receiving a SREJ frame with P=0.;1
An academic group is a set of users which can belong to the same course, same department, and same year.;0
Includes (a) DC circuits over 10 V, (b) DC circuits below 10 V and over 5 A, (c) AC circuits below Volts with rise and fall times greater than 1 microsecond.;0
The contractor is responsible for carrying out the obligations as set forth in the terms and conditions of the contract and in the applicable specifications.;1
The first type of information relates to the flight characteristics of the UA.;undecidable
"An LE piconet channel can be shared by any number of LE devices, limited is the piconet master; all others being piconet slaves.";0
When the Link_Key_Request_Reply command has completed, a Command Complete event shall be generated.;1
The CRD shall summarize the major project milestones relating to the space segment and the ground segment.;1
"If the OSS/BSS supports invoking the POST method on the ""Subscriptions"" resource towards the NFVO, it shall also support responding to the HTTP requests defined for the ""Notification endpoint"" resource.";1
"The present preservation scheme supports the preservation storage model ""with temporary storage"" according to clause 4.3.2, which corresponds to the value WithTemporaryStorage within the PreservationStorageModel element (see clause 5.4.6).";0
Acoustic testing is required for a unit having large surfaces, causing its vibration response to be due predominantly to direct acoustic excitation.;0
All critical clearances failing to meet their criteria should be processed through normal company non- conformance processes.;1
Draft Recommendation for Space Data System Standards (Red Book), CCSDS 922.1-R-1.;0
In case of a single sensor system, the age is the difference between the time of output and the pressure altitude time of applicability reported within the sensor target report.;0
In addition, results are provided for all aircraft in the service volume and for a single aircraft using a dedicated channel.;0
When the specification for the part or material contains substitutability or supersession information, the design shall permit the ;1
"ETSI%20TS%20103%20544-12%20(V1.3.1):%20%22Publicly%20Available%20Specification%20(PAS);%20Intelligent%20Transport%20Systems%20(ITS);%20MirrorLink%AE;%20Part%2012:%20UPnP%20Server%20Device%22.";undecidable
A File menu contains options that manipulate the object represented in a window.;1
Whenever the Host sets the authenticatedPayloadTO while the timer TLE_Authenticated_Payload is running, the timer shall be reset.;1
This information element indicates the 18 bit long PDCP SN and the corresponding 14 bit long Hyper Frame Number.;1
Some details of the DTMF protocol have been left out for clarity.;undecidable
The%20performance%20is%20measured%20by%20the%20required%20SNR%20at%20UCI%20block%20error%20probability%20not%20exceeding%201%.;undecidable
Reports containing results (narrative and scoring) of application reviews filtered by a user- specified combination of participants, OTP commodity branches, project types, or category be specified by the user.;0
"If the value of the nsdOnboardingState attribute is not equal to ""ONBOARDED"", the value of the nsdOperationalState attribute shall be equal to ""DISABLED"".";1
This method shall follow the provisions specified in the Tables 7.4.6.3.2-1 and 7.4.6.3.2-2 for URI query parameters, request and response data structures, and response codes.;1
Subsection 6.2 the OSI stack and the functions associated with each layer.;undecidable
Time synchronization is commonly required among control subsystems.;1
Use of MIL-PRF-23377, class N on aerospace weapons systems requires approval by the CEA.;1
If none of its windows is status notification area to alert the user and then displays the message after the user has restored the window.;undecidable
The spacecraft's provision of a body waste management system shall be verified by analysis, demonstration, and inspection.;1
Clause 4.4 shall apply for display product development.;1
Only one SW module per ECU shall gather the log and trace messages centrally.;1
The test related documentation will be subject of review during the project lifetime by ESA and its selected Prime.;1
When this datatype is used to provide information for accessing APIs defined in ETSI GS NFV-SOL 002 [i.4], the path property may be included and the query and fragment properties shall be absent.;1
The CE102 limits have been placed to ensure that there is no conflict with the RE102 limit.;1
In each application, the standard and DIDs should be tailored to the specific 1s of a particular program, program phase, or contractual structure.;0
Ability to build multiple work orders for short interval PMs (one to seven day frequency).;undecidable
An additional between noise coupled by cable unbalance and noise generated directly in the differential mode.;undecidable
Therefore, the statistical basis given in 3.27 shall be used for estimating maximum predicted environment.;undecidable
If no encryption and no data signing are required, the service request shall be accepted.;1
The clearinghouse system will also include the functionality to interface with the federal System for Award Management (SAM) web services to access certain data elements as defined in the functional 1s.;0
There are a number of other codes available to simulate surface charging.;0
Rationale: Upon landing impact, hardware and/or structure is likely to shift, deform, become projectiles, or otherwise impact the crew, potentially causing injury.;0
The immunity against the effects of vibration is the ability of the equipment to maintain the specified mechanical and electrical performance when the following test is carried out.;0
The mean and standard deviation for each individual item, for range and azimuth as appropriate, shall be stated over the full range of operating and environmental conditions defined within this specification.;1
Using%20dry%20nitrogen%20as%20spray%20gas,%20a%20layer%20of%20primer%20of%20thickness%2010%20%B5m%20--%2015%20%B5m%20shall%20be%20applied.;0
It defines standard terminology and captures the activities, tasks, and products for a software development software portion of firmware, reusable software, etc.;0
This was the case for COCLICO, which had to monitor the compatibility of HMI objects with multiple constraints related to the controller's activity, the standards of DATA-LINK communication protocols, the ERATO environment, etc.;0
Specify attributes of the software that relate to the ease of porting the software to other host machines and/or operating systems.;0
Attenu- ation levels of radiated fields shall be verified by standard measurement techniques or by analysis for representative locations internal to shielding enclosures.;1
The limit of the ignition envelope shall be determined.;1
The required co-alignment accuracy between instruments is 2 arcmin, based on attaining a reasonable image overlap with the smallest instrument field of view.;1
HEA provides an evaluation of human actions and error in an effort to generate system improvements that reduce the frequency of error and minimize the negative effects on the system.;0
The indication would appear when mobiles are approaching on converging taxiways but not when aircraft are taxiing in sequence.;1
The input parameters sent when invoking the operation shall follow the indications provided in ETSI GS NFV-IFA 007 [4], Table 7.4.2.2-1.;1
Test conditions and environments shall stress the qualifi- cation hardware to more severe conditions than the maximum conditions expected during service life.;1
Lithium-ion-based batteries are an evolving technology that has seen little use in launch vehicles to date.;0
The content of any electronic and/or print versions of the present document shall not be modified without the prior written authorization of ETSI.;1
Point of contact: DLA Land and Maritime-VQP will provide current DLA Land and Maritime-TEB point of contact.;0
The operational practice is to have only sequences of quarter of disc scanning, with the complete sequence repeated every 6 hours according to the following patterns: 3 times (LAC3   LAC4) followed by 3 times (LAC2   LAC4) followed by 3 times again (LAC3   LAC4) and ultimately 3 times (LAC1   LAC4 as shown in Figure 7.;0
The ME shall operate in the manner defined in expected sequence 8.5.;1
The corresponding Terminal Response shall be TERMINAL RESPONSE: OPEN CHANNEL 1.1.1A or TERMINAL RESPONSE: OPEN CHANNEL 1.1.1B.;1
Thermal cycling can be damaging to some metallized films where tiny metal flakes can loosen and contaminate the vicinity.;0
When wafer lot traceability is not available, or when radiation samples represent 2 or more wafer lots, it is permissible to perform RWLAT so long as the prescribed sample size for a single lot is doubled (2X) while the KTL multiplier remains the same as for a single lot.;1
If a process is considered to be critical, references to the relevant RFA shall be entered.;1
It is anticipated that GLONASS-M satellites will have enhanced capability for frequency switching.;0
After entries have been made they are displayed in the output field.;0
Rocket engine life is typically quoted in starts and seconds (run time).;0
No unit, subsystem or system shall deviate from its specified performance due to the electromagnetic effects of any other unit, subsystem or system, while all equipment is configured and operated in all external environment defined in 1 6.27(RS103), except as otherwise specified in this document.;1
Data to be sent and its response is encrypted together with a nonce, a counter, padding and a checksum.;0
VNC Client shall make a TCP connection to the provided URL.;1
Security of the facilities and the data is critical for organisations that are responsible for managing, processing and exchanging aeronautical data.;0
The mechanical design of a structure shall ensure that no loss of alignment which jeopardizes or degrades the mission objectives can be caused by the ac- tion of applied loads (e.g. launch loads, deployment loads, thermal, moisture release).;1
Development%20testing%20should%20demonstrate%20that%20the%20battery%20produces%20acceptable%20capacity%20and%20voltage%20under%20worst-case%20loads%20following%20charge%20cycling%20at%20100%%20depth%20of%20discharge%20for%20operational%20require-%20ments,%20for%20the%20maximum%20number%20of%20cycles%20expected%20of%20the%20battery%20over%20life.;undecidable
The PROACTIVE COMMAND: OPEN CHANNEL 1.1.1 shall be executed to open a channel successfully at the beginning of the test.;1
The evolutionary life cycle model is similar to the incremental life cycle model, with the exception that, in the evolutionary life cycle model, the builds are based upon the 1s allocated to software from the parent specification, as depicted in Figure 5.;0
However, usage of the groundspeed is restricted to the cruise phase, where the speed is expected to be constant, and until the wind effect is expected to change (e.g. at a significant change of heading or at a weather front).;0
Such tests, if requested by the Party or Party Agent, will be undertaken at the point when the Party or Party Agent registers to use either the High Grade service or the Low Grade service.;0
Group 2 Cable pullout: 16 pin termini and 16 socket termini.;0
If a system or software item is developed in multiple builds, the activities and software products of each build are evaluated in the context of the objectives established for that build.;0
The vehicle configuration shall contain all of its flight subsystems with flight software, and shall interface with external hardware and facilities and or simulators for external interface verification.;1
"If a default action is assigned to an default action for an object is available as a redundant method for performing the basic action on the object; e.g., users can open a file either by double clicking on its icon or by selecting the Open option in the pop-up menu for the icon.";1
The DDF shall present the constraints induced by the system or product design definition on the maintenance activities and procedures e.g. parts availability, and deliveries.;1
The ME-Manufacturer can assign the card reader identifier from 0 to 7.;1
The UriAuthority data type corresponds to the authority component of a URI as specified in IETF RFC 3986 [8].;1
The specification shall be under configuration management.;1
The downlink/ uplink cell edge user spectral efficiency for various test environments are shown in Table 17.;0
Check the source to verify that this is the current version before use.;0
View Product relates to viewing details of product, as described by its metadata.;0
Tests were performed on a number of GPS and GLONASS receivers to evaluate their performance under interference conditions.;0
Specific coordinate systems are used to obtain a convenient formulation of the kinematic and dynamic equations involved.;0
Transmitter transient behaviour limit shall be as defined in clause 8.10.3 of ETSI EN 301 025 [5].;1
The%20performance%20criteria,%20Throughput%20%3C%2090%20%%20temporarily,%20however%20the%20communication%20link%20shall%20be%20maintained,%20applies%20instead%20if%20the%20uplink%20and%20downlink%20paths%20are%20evaluated%20as%20a%20one%20loop.;undecidable
This includes state changes and switching functions of the EUT.;0
A list of students nominated shall be provided to the Accreditation Office on forms furnished for that purpose.;1
Manufacturing shall include any special instructions in the appropriate planning shop folders, process plans, log books, and related documents controlling the manufacturing and movement applicable to in-house manufacturing.;1
Each quality conformance test circuitry shall be identifiable with those corresponding production boards produced on the same panel.;1
This chapter is an informative introductory element that gives certain information or commentaries about the purpose of the 1 specification (e.g. that the 1 specification describes services, 1s, inspection and testing conditions that the product to be developed has to fulfil).;0
AIRSEP requires automated airborne algorithms that detect or estimate the probability intended route of flight.;1
The acquisition authority and the contractor shall work together to tailor this standard, to meet the system threat 1s for each particular program unique mission.;1
Note that the future migration to configuration X (addition of SEC) may be EUROCONTROL Specification.;0
APPROVED FOR PUBLIC RELEASE: DISTRIBUTION UNLIMITED.;0
The Mgmt_Bind_req is generated from a Local Device wishing to retrieve the contents of the Binding Ta- ble from the Remote Device.;0
Measurements in the band of the interfering signal shall be excluded.;1
The LocationConstraints data type shall comply with the provisions defined in Table 6.5.3.21-1.;1
Conductors intersecting with via fills shall have an overlap at least equal to the designed conductor width.;1
Camera with Automatic Licence Plate (ALR) detection and reading capabilities affect authentication and authorisation processes, and is part of the entrance security system.;0
This system is intended to generate invoices to the lenders.;0
In fact, Table A.4 is designed to be fully consistent with the reporting 1s for charging purposes.;0
Definition: Indicates whether there exists a material safety data sheet for the trade item.;0
The latter generally reveal root mean differences between 1K and less than 2.5 K [RD-47, RD-50], depending on the surface (better agreement is generally found for sites located in homogeneous surfaces).;0
ECSS-E-30 Part 3A Clause 4.7.4.3 shall apply to explosively actuated devices.;1
For dated references, subsequent amendments to or references, the latest edition of the publication referred to applies.;0
The OTA AAS BS base station output power is declared as TRP.;0
This message is sent each T1 period (value in Table 2) until it receives an Associate_Resp message from the Local User.;1
In some cases, there may be cameras at remote locations on the airfield to help with this (e.g. at runway ends).;0
If the remote device supports the LE physical transport, the bonding procedures for the LE physical transport as defined in Section 9.4.4 shall be used.;1
An en-gNB initiates the procedure by sending the EN-DC X2 REMOVAL REQUEST message to a candidate eNB.;1
Plans for solar panel cleaning based on condition of soiling as opposed to periodic cleaning, could be cleaning.;0
Nevertheless the project entailed a close and valuable collaboration that involved discussions on other noise reduction activities.;0
The optical fibre to be adhesively bonded shall be cleaned with solvents and dried before the application of the adhesive.;1
La%20documentation%20d%E9taill%E9e%20et%20compl%E8te%20d'%20ODID%20IV5%20a%20servi%20de%20fondation%20%E0%20la%20sp%E9cification%20de%20l'IHM%20de%20R%E9f%E9rence%20de%20PD1%20ainsi%20qu'au%20pr%E9sent%20document.;undecidable
Given that the number of RF carriers is limited and that many Bluetooth devices may be operating independently within the same spatial and temporal area there is a strong likelihood of two independent Bluetooth devices having their transceivers tuned to the same RF carrier, resulting in a physical channel collision.;0
In areas where control or removal of generated debris can cause failure of the weapons system, the abrasive shall not be used.;1
The present document may be made available in electronic versions and/or in print.;0
The Service Access Control byte and Payload for the Service entry are concatenated prior encryption.;1
A pour refers to the operation of placing concrete into any mould, bay or formwork, etc.;0
As specified in [AD1], the aircraft identity data item to be provided by the surveillance system, is the aircraft identity reported by the aircraft, therefore it is not the aircraft identity reported by the FDPS.;0
All drawings shall be numbered in accordance with SALT instructions.;0
This message is sent by the eNB to report Secondary RAT data usage.;0
Metallic materials shall be selected on the basis of proven environmental compatibility, material strength, and fatigue characteristics.;1
The individual VNF package resource has been created, the operational state of the VNF package is DISABLED, and the usage state of the VNF package is NOT_IN_USE.;1
This identifier is used by some Controllers in the process of setting up the QoS request.;1
Before assembly, wire, terminal and connector contacts shall be visually examined for cleanliness, absence of oil films and freedom from tarnish or corrosion.;1
To verify that the EFLOCI has been correctly updated by the Terminal.;1
The 2nd level of access login component of STEWARDS.;0
The relationships and high level data flows between these components are shown in the figure below.;0
Air traffic services provided in the EATMN are already today dependent on the provision of suitable aeronautical data and information.;0
The port shall provide an Rdch termination on the CC pin being discharged.;1
However, this approach should be evaluated for specific space applications.;0
"The ""single action"" means of cessation of emissions shall be activated.";0
For sequence 3.1 the ME is additionally connected to the E-USS.;0
Master generates an access with the length equal to MTU to receive any slave frame occurring at the same time within a single access.;1
The application identifier should be the same over time for the same application (e.g. should survive a reboot or MirrorLink reconnect), to allow the MirrorLink Client to implement a Last-Mode behavior.;1
Decontamination shall be done as cited in annex A of MIL-STD-810.;1
"When providing ATS to a UAS, this may involve the relay of communication and execution instructions to and from a remote pilot; however, same as those between an ATSU and any manned aircraft.";1
The method of measurement described in clause 8.3 shall be used to search for spurious emissions in the frequency band 30 MHz to 2 GHz, excluding the frequency band tested in clause 8.4.;1
Structural analysis reports shall be developed and summarized for the final design configuration documented separately or combined for each piece of payload flight equipment.;1
The page scan mode used by the remote device for Link establishment.;0
"In the present document ""shall"", ""shall not"", ""should"", ""should not"", ""may"", ""need not"", ""will"", ""will not"", ""can"" and ""cannot"" are to be interpreted as described in clause 3.2 of the ETSI Drafting Rules (Verbal forms for the expression of provisions).";0
Always consult a radiation specialist for guidance especially for active EEEE parts.;1
Subsystems must be able to detect such danger and report it appropriately.;1
Any bytes in the record following the TPDU shall be filled with 'FF'.;1
"At a particular nesting level in the filter structure, the following applies: All attributes shall match in order for the filter to match (logical ""and"" between different filter attributes).";1
The access code and header use the same modulation mode as for Basic Rate packets while the synchronization sequence, the Enhanced Data Rate payload and the trailer use the Enhanced Data Rate modulation mode.;0
According to specification IEC 60326--2 am1 (1992--06), test 20a.;0
They shall be available in the following thickness: 25, 20 and 15 mm.;1
The failures shall be reported to management in accordance with FRACAS reporting procedures and in accordance with contract provisions requiring delivery of test reports, reliability performance data, and other data deliverables.;1
All training and informational video and multimedia productions which support the agency's mission, regardless of format, that contain speech or other audio information necessary for the comprehension of the content, shall be open or closed captioned.;1
Many the tools are also capable of analysing semi-enclosed.;0
RTGS shall check the validity of amendment instructions.;1
Ordinary putting shall fill up nail holes, cracks or other in equalities.;1
This sub-procedure is used by a client to find all the characteristic declarations within a service definition on a server when only the service handle range is known.;1
A USB Type-C to Type-C cable assembly shall be tested using a test fixture with the receptacle tongue fabricated in the test fixture.;0
This example shows an initiation that fails to establish because Device B (the advertiser) fails to respond to the Data Channel PDUs sent by Device A.;0
In addition, an application provides the capability for users to undo the results of a drag transfer.;1
Data Item I253/050 is an optional transaction identifier.;1
The system must contain an autotest device, that is automatically launched before any operation starts.;1
The following documents as of the current issue, as indicated or most recent in the event of updates, are possible sources of clarification for the content of the Solar Orbiter EID.;0
For space vehicle batteries, pressure testing may be performed at a lower component level, such as cell or heatpipe.;0
Content: Reports on results of proof-tests are required on pressure vessels, pressurized lines and fittings, and other items which require proof-testing for acceptance.;1
Larger platforms that route trunk cables through cableways and drop cables to the end user (application equipment), can cite applicable 1s in part 1 of the Standard Practice and augment with the use of MIL-HDBK-2051 and MIL-STD-2042 as appropriate.;0
Adjacent Channel Leakage power Ratio (ACLR) is the ratio of the filtered mean power centred on the assigned channel frequency to the filtered mean power centred on an adjacent channel frequency.;0
All arrival and departure flights of the day are included.;0
Optical fibers consist of three parts: the core, the cladding, and the coating or buffer.;0
If only one carrier can be placed for the concerned band(s), the carrier(s) shall be placed at the outermost edges supported frequency range within the Base Station RF Bandwidths for middle band(s) if any.;1
Size and type of spray-gun depend on the size and shape of the workpiece.;0
The WinOffset field shall be set to indicate the transmitWindowOffset value, as defined in Section 4.5.3 in the following manner: transmitWindowOffset = WinOffset * 1.25 ms.;1
AMP devices may utilize 40 MHz channel width in the 5 GHz UNII band.;0
KeePass Password Safe is an OSI Certified Open Source Software distributed under the terms of the GNU General Public License Version 2 or under.;0
All metal surfaces shall be verified for the absence of prohibited materials (e.g., pure tin, zinc, or cadmium).;1
This plan shall be submitted for approval by the Agency.;0
Ab initio trainee controller: A selected individual, with no previous relevant qualifications, who is given basic instruction and training to enable him or her to before entering into on-the-job training (OJT).;0
It is explicitly required that all such information is available to the Gemini 8m Tele- scopes software and is capable of being available to all users of the Gemini 8m Tele- scopes, subject only to restrictions with respect to updating.;1
This Standard is one of the series of ECSS Standards intended to be applied together for the management, engineering and product assurance in space projects and applications.;0
Different materials could fully combust at different time periods, and fixing the burn time may not produce all the toxic gases from the materials in the time period allotted.;0
The Client Device certificate should have an expiration date of 30 years from the date of signing, but it shall not be longer than the expiration date of the signing Client CA certificate.;1
The%20new%20biome%20auxiliary%20data%20is%20a%20variant%20of%20the%20Globcover%20classification%20%5BRD-26%5D,%20with%20the%20original%201/360%B0%20spatial%20resolution%20product%20having%20been%20re-gridded%20to%201/120%B0.;undecidable
This paragraph is basically saying that it is all right to use a realistic worst-case approach, rather than a worst-worst-case approach.;0
Removal of waste water from EMU shall be implemented.;1
The values of CTL0, CTL1, CTL2, and CTL3 indicate the type of data period that follows.;1
Any individually packaged electronic device, either active or passive (e.g. resis- tors, capacitors, inductors, diodes, transistors).;0
The flow specification for the Attribute Protocol shall be best effort.;1
At the VDT level (15 ft-lb), one test specimen (S/N S-33) exploded 0.7 sec after impact.;0
This shall include the configuration controls that ensure the flight devices are form, fit, function, and performance equivalent to the evaluated parts.;1
In fact, each instrument addresses a part of the scientific goals of the mission with associated performance 1s (see sections 2 and 3 of RD1).;0
All%2010%20measurements%20should%20be%20within%2020%20%%20of%20the%20average%20value.;1
The information in each column of the list box is aligned based on the nature of the content.;1
Early science operations are expected to begin during the first 12 months after the M1 has been fully populated and phased for the first time.;0
A double Zincate coating shall precede the nickel layer.;1
In the case where the manufacturer is unable to carry out the blank fabrication as requested by the customer, the blanks may be produced by a different supplier.;0
The declared interfering signal power level at each TAB connector is the sum of the co- channel leakage power coupled via the combined RDN and Antenna Array from all the reflected back from the environment.;0
Together these changes represent a significant shift in the way in which Services are planned, commissioned and delivered for health and care, including those provided for children.;0
The SecurityGroupRule type is a policy type specifying the matching criteria for the ingress and/or egress traffic to and from visited connection points as defined in ETSI GS NFV-IFA 011 [1].;0
Thickness shall be measured to verify that it is in accordance with process 1s.;1
Locate the data centre in areas of low ambient external temperature in order to maximize the potential of free and economized cooling technologies.;1
The following specification gives constraints on the bias part of the measurement error during the instrument lifetime.;0
Bandwidth gaps is calculated as a cumulative sum of contributions from adjacent sub-blocks or Base Station RF Bandwidth on each side of the Inter RF Bandwidth gap.;1
Users can pan the map continuously and/or in jumps based on screen distance, geographic distance, or a percentage value.;1
The LHN ID IE is used to indicate the LHN ID of the eNB, as defined in TS 23.003 [21].;0
The quality assurance 1s are defined in ECSS--Q--20.;0
Hydrogen content in fasteners shall be measured by an approved vacuum fusion or vacuum extraction method.;1
First, the primary cache shall check its table of devices holding their own source bindings for the device in SrcAddress and, if it is found, shall issue another Unbind_req to that device with the same entry.;1
This resource contains various resources related to subscriptions for notifications.;0
The initiator transformation employs the challenge generation primitive specified in Section 5.3 of ANSI X9.63-2001 [B7], the challenge validation primitive in section B.3.2, the SKG primitive in section B.5, the key derivation function in Section 5.6.3 of ANSI X9.63-2001 [B7], and one of the MAC schemes in Section 5.7 of ANSI X9.63-2001 [B7].;0
Performance shall be expressed by overall multiple SSR target report ratio and multiple SSR target report ratio classified by type, as shown in 6.2.2.4.1.;1
Fluorocarbon sleeves should not be used, as they need to be shrunk at high temperatures that can damage/reflow the soldered connections.;1
Part 2 of this standard addresses further details to refine or bound (constrain) the performance of each optical test measurement addressed.;0
The manuals in this section supplement the System/Segment Design Description (SSDD) and the Software Product Specifications (SPSs), which serve as the primary sources of information for software maintenance.;0
References are either specific (identified by date of publication and/or edition number or version number) or non-specific.;0
Represents an optional message, signal or transaction.;0
This is to prevent continued drain on the power system after firing when e.g. short circuit to ground can occur.;0
A type of pluggable liquid connector which eliminates drips and is able to withstand long term use.;0
Bandwidth gaps is calculated as a cumulative sum of contributions from adjacent sub-blocks or RF Bandwidth Bandwidth shall be scaled according to the measurement bandwidth of the near-end sub-block or RF Bandwidth.;undecidable
The two changes are described in Appendix C. While the iterated model provides the best estimate available of the required information transfer rate, it is not a detailed simulation based on a particular implementation.;0
I also started to implement some of the recommendations that Damien had for my 1s specification document into the document.;0
SI 1.1: Elucidate the formation and evolution of Galactic Binaries by measuring their period, spatial and mass distributions.;0
This specification contains 1s for the implementation of technical infrastructure in the context of Initial System Wide Information Management (iSWIM) in Europe.;0
The frequency at which this event is sent is manufacturer specific.;0
The coding of this element is described in TS 48.008 [23].;0
Test procedures: No test procedures are provided in the main body of this standard for this 1.;0
The local device shall generate the Node_Desc_req command using the format illustrated in Table 2.48.;1
There is a great deal of uncertainty as to where and how platforms will develop, and it is arguable that providing access to all parties via a single flexibility services platform would be non-discriminatory.;0
The qualification recommendations in this section are based on MIL STD 1540E 1s that define a battery as a unit and subject to unit-level qualification and acceptance tests.;0
If the credentials and/or conditions of an accessor are modified, the authentication status of the accessor is not affected.;1
